pl_name,pl_name,t0,period,rstar,rp_rstar,a_rstar,a_rp,b,half_duration,rho_star,T_s,mstar,mass
Kepler-1117 b,Kepler-1117 b,2454967.95434,4.79028459,0.93,0.01115,12.624468494206345,1154.0520942966282,0.84,0.056847916666666665,1.9824099999999998,5612.0,0.95,0.0044399999999999995
Kepler-1118 b,Kepler-1118 b,2454990.62071,38.6715075,0.97,0.02563,46.08781975660501,1782.923167749252,0.79,0.11597916666666666,0.58519,5688.0,0.96,0.025
Kepler-1119 b,Kepler-1119 b,2454968.58682,8.3265153,1.17,0.01541,14.923599179870488,993.6372957641684,0.819,0.11214583333333333,0.45898999999999995,6083.0,1.11,0.0137
Kepler-112 b,Kepler-112 b,2454967.0062,8.408878,0.84,0.02603,19.455290274954308,753.701018826088,0.04,0.07260416666666666,1.7551,5544.0,0.78,0.0194
Kepler-112 c,Kepler-112 c,2454976.8308,28.574263,0.84,0.02682,44.030393780159756,1681.8321061999748,0.08,0.10339583333333333,2.1428599999999998,5544.0,0.78,0.02
Kepler-1120 b,Kepler-1120 b,2454966.13641,2.94902905,0.74,0.017159999999999998,10.722549384112444,627.7536117327812,0.0874,0.042485416666666664,3.06505,4904.0,0.78,0.0078
Kepler-1121 b,Kepler-1121 b,2454977.16108,13.15141081,1.59,0.01078,16.053029483077992,1461.065759072179,0.744,0.11673958333333334,0.45721000000000006,6231.0,1.29,0.0136
Kepler-1122 b,Kepler-1122 b,2454988.3154700003,42.1917357,0.89,0.02143,55.93252139070987,2661.6293244714084,0.733,0.14808333333333332,0.9666100000000001,5544.0,0.92,0.0152
Kepler-1123 b,Kepler-1123 b,2454965.80245,4.33946454,0.9,0.01732,11.874553485362464,697.9721365351058,0.0061,0.04786041666666666,3.1857599999999997,5500.0,0.93,0.0108
Kepler-1124 b,Kepler-1124 b,2454965.0443169996,2.85234897,0.34,0.03537,19.289649258681475,559.8387473055506,0.295,0.014708333333333332,5.1634199999999995,3658.0,0.35,0.00687
Kepler-1125 b,Kepler-1125 b,2454964.59796,17.6700642,0.94,0.017669999999999998,30.836526153606194,1719.9428223898158,0.51,0.12025,0.80228,5683.0,0.95,0.0127
Kepler-1126 b,Kepler-1126 b,2455006.75102,108.593329,0.93,0.01719,95.40028755878275,5606.301735951203,0.007,0.16641666666666666,1.88819,5798.0,0.92,0.0115
Kepler-1127 b,Kepler-1127 b,2454965.08566,5.12330347,0.95,0.01901,12.585039847665735,664.8209678541456,0.308,0.06246666666666667,1.8942400000000001,5664.0,0.97,0.0142
Kepler-1128 b,Kepler-1128 b,2455012.07877,61.6178167,0.91,0.03658,71.36231979396196,1938.4620730398767,0.091,0.07816666666666666,10.19029,5543.0,0.94,0.0407
Kepler-1129 b,Kepler-1129 b,2454969.05935,24.3397804,1.0,0.02661,35.35128639223803,1303.0643152635005,0.83,0.06858333333333333,3.8603699999999996,5831.0,1.0,0.0285
Kepler-1129 c,Kepler-1129 c,2454997.15492,76.5369586,1.0,0.02456,75.86334452056921,3025.5665876957,0.0644,0.11860416666666665,3.74105,5831.0,1.0,0.0249
Kepler-113 b,Kepler-113 b,2454961.5463,4.754,0.69,0.02419,15.644368427045642,648.420397304231,0.08,0.05216041666666666,2.71,4725.0,0.75,0.037
Kepler-113 c,Kepler-113 c,2454972.71374,8.92507,0.69,0.02914,23.778193445888096,822.9828277527702,0.56,0.0557625,2.71,4725.0,0.75,0.02737
Kepler-1130 b,Kepler-1130 b,2454967.15102,5.45298175,0.81,0.009,15.795571928885904,1753.5840327746707,0.811,0.04385625,1.9628,5403.0,0.9,0.00137
Kepler-1131 b,Kepler-1131 b,2454967.74478,3.53232449,1.04,0.01405,9.490361485844362,676.3824126416589,0.012,0.05848333333333333,1.41165,5851.0,1.03,0.00993
Kepler-1132 b,Kepler-1132 b,2454972.12956,62.8916228,0.83,0.026180000000000002,74.63947475745155,2870.7272307970525,0.3272,0.14306249999999998,1.50773,5298.0,0.87,0.0193
Kepler-1133 b,Kepler-1133 b,2454971.1959599997,11.55562343,0.9,0.019530000000000002,23.486289891572035,1168.7155309343257,0.2754,0.034449999999999995,20.39189,5569.0,0.93,0.0143
Kepler-1134 b,Kepler-1134 b,2454980.1548,17.13263989,0.81,0.029810000000000003,32.9715972028173,1101.2287934634383,0.298,0.06362499999999999,4.80501,5281.0,0.84,0.0235
Kepler-1135 b,Kepler-1135 b,2455025.33214,76.957857,0.94,0.01755,78.60111562595763,4357.49779780573,0.4724,0.1955,0.57519,5656.0,0.96,0.0128
Kepler-1136 b,Kepler-1136 b,2454966.2393,2.36172433,0.68,0.02168,9.455090374337315,428.53499979018636,0.007,0.0254875,11.55482,4512.0,0.72,0.0105
Kepler-1137 b,Kepler-1137 b,2454972.07583,23.9210791,1.84,0.01143,21.865498003238834,1997.4949108027786,0.1687,0.09775,0.36758,6807.0,1.5,0.0172
Kepler-1138 b,Kepler-1138 b,2454965.67726,3.17060005,0.92,0.017130000000000003,9.699820065573617,571.3108527831234,0.029,0.032870833333333335,6.55345,5582.0,0.95,0.0111
Kepler-1139 b,Kepler-1139 b,2454964.82534,0.81316672,0.91,0.01204,3.8989346907297104,325.72121363493375,0.724,0.029741666666666666,2.57532,5550.0,0.94,0.0057
Kepler-114 b,Kepler-114 b,2454978.3632,5.188549,0.67,0.016880000000000003,17.010006344088097,990.2065899356372,0.69,0.050729166666666665,3.4132800000000003,4605.0,0.77,0.021
Kepler-114 c,Kepler-114 c,2454976.038945,8.041,0.54,0.02178,25.81182283437944,948.5079047207198,0.65,0.05483125,3.5914900000000003,4660.0,0.56,0.009
Kepler-114 d,Kepler-114 d,2454975.7057,11.776,0.54,0.033,33.282199205452535,773.8590983573137,0.69,0.06046041666666666,3.3925699999999996,4660.0,0.56,0.012
Kepler-1140 b,Kepler-1140 b,2454981.2022700002,24.0862707,0.73,0.034960000000000005,43.536647408365674,1252.118540001418,0.7965,0.04643124999999999,5.29946,4850.0,0.76,0.0255
Kepler-1141 b,Kepler-1141 b,2454965.87337,2.34451194,1.07,0.00704,6.933279785639153,988.9269225927378,0.1899,0.029124999999999998,1.0152700000000001,5791.0,1.01,0.0015
Kepler-1142 b,Kepler-1142 b,2454975.89236,18.3027248,0.96,0.013980000000000001,30.08210261099432,2145.2241744456114,0.34,0.1700833333333333,0.09668,5685.0,0.97,0.00869
Kepler-1143 b,Kepler-1143 b,2454965.15279,2.88890485,0.77,0.01974,10.36064022776275,521.021454033248,0.2063,0.032370833333333335,6.48761,5053.0,0.81,0.0108
Kepler-1143 c,Kepler-1143 c,2455133.72799,210.630591,0.77,0.04306,180.87834704910873,4222.1808340531925,0.6871,0.18072916666666666,1.6207799999999999,5053.0,0.81,0.0398
Kepler-1144 b,Kepler-1144 b,2454973.6609799997,17.14647302,0.96,0.019430000000000003,28.91734510111219,1517.65901263487,0.1344,0.08002083333333333,2.63554,5753.0,0.98,0.0145
Kepler-1145 b,Kepler-1145 b,2454967.63885,3.97076766,0.75,0.01708,12.701232661607014,741.5862666603256,0.281,0.03779166666666667,5.25201,5064.0,0.79,0.008
Kepler-1146 b,Kepler-1146 b,2454964.80405,2.3522658,0.7,0.016309999999999998,9.983635798989711,618.2421933731937,0.095,0.0355625,3.9222300000000003,4692.0,0.74,0.00642
Kepler-1147 b,Kepler-1147 b,2454970.8218099996,10.62784997,1.14,0.02075,18.126833473631255,863.0489569030083,0.876,0.10443749999999999,0.6844899999999999,5941.0,1.09,0.023
Kepler-1148 b,Kepler-1148 b,2454965.32076,1.10446351,0.77,0.01998,5.2501357488393445,260.52467771691585,0.0959,0.021972916666666665,8.38181,5054.0,0.81,0.011
Kepler-1149 b,Kepler-1149 b,2454965.8946599998,3.73089898,1.01,0.013319999999999999,10.07031778536327,773.2485894520978,0.909,0.058479166666666665,1.08184,5833.0,1.02,0.00839
Kepler-115 b,Kepler-115 b,2454967.72847,2.403679,1.21,0.00843,6.3976509125121614,776.6024062673583,0.43,0.027208333333333334,0.99436,5979.0,1.07,0.0041600000000000005
Kepler-115 c,Kepler-115 c,2454969.73792,8.990889,1.21,0.01969,15.460989705237722,784.6920146659766,0.11,0.0850625,1.1345299999999998,5979.0,1.07,0.0229
Kepler-1150 b,Kepler-1150 b,2454966.9043400004,2.78786839,0.72,0.0128,11.40865048140961,878.3951636700456,0.894,0.04219166666666666,2.3557200000000003,4754.0,0.76,0.00328
Kepler-1151 b,Kepler-1151 b,2455006.30517,65.6478424,0.85,0.02373,80.87738843279303,3378.6671661779487,0.1605,0.09191666666666666,6.66383,5470.0,0.88,0.0175
Kepler-1152 b,Kepler-1152 b,2454965.0606,1.64680191,0.53,0.01545,9.047579380100402,598.2438265658557,0.3448,0.026168749999999998,3.7280900000000003,3964.0,0.55,0.00186
Kepler-1153 b,Kepler-1153 b,2454966.15727,1.75583533,0.88,0.01848,6.768625809175193,376.38041222939484,0.1425,0.037783333333333335,2.57091,5470.0,0.91,0.0115
Kepler-1154 b,Kepler-1154 b,2454965.32089,5.1856142,1.43,0.01496,9.488481834133957,631.758419463134,0.012,0.08491666666666665,0.68894,6327.0,1.26,0.0191
Kepler-1154 c,Kepler-1154 c,2454970.0593,8.45808312,1.43,0.01493,13.157561972848194,867.7478835168777,0.1625,0.06391666666666666,2.48739,6327.0,1.26,0.0194
Kepler-1155 b,Kepler-1155 b,2454973.1510099997,33.469743,1.03,0.01803,41.87907808496297,2319.104503012816,0.0785,0.09402083333333333,3.21232,5842.0,1.03,0.015
Kepler-1156 b,Kepler-1156 b,2454965.88994,11.89520511,1.0,0.01208,21.374196273652437,1762.6753956564535,0.2042,0.07291666666666666,2.2812099999999997,5778.0,1.0,0.007240000000000001
Kepler-1157 b,Kepler-1157 b,2454965.1600900004,4.45743164,0.71,0.01441,13.568226160620469,966.4385500216015,0.175,0.049118749999999996,2.9760400000000002,4679.0,0.76,0.0041600000000000005
Kepler-1158 b,Kepler-1158 b,2454976.1516400003,13.5396293,1.95,0.0106,13.740003382846277,1247.4976080048573,0.71,0.090375,1.29966,6203.0,1.41,0.0191
Kepler-1159 b,Kepler-1159 b,2454966.7217200003,22.70816791,1.28,0.01681,26.92941762030374,1589.7141226029198,0.89,0.07568749999999999,4.6666099999999995,6217.0,1.19,0.0195
Kepler-116 b,Kepler-116 b,2454970.15762,5.968734,1.45,0.0218,10.232564649150198,473.3879695034089,0.56,0.07581249999999999,1.06053,6142.0,1.21,0.0364
Kepler-116 c,Kepler-116 c,2454977.43294,13.07163,1.45,0.014430000000000002,17.20257245364381,1184.0555928618314,0.19,0.063,4.04639,6142.0,1.21,0.0186
Kepler-1160 b,Kepler-1160 b,2454969.55753,7.97034958,0.89,0.022,18.241491857445332,827.1448112709422,0.019,0.05763541666666667,3.39097,5519.0,0.92,0.0164
Kepler-1161 b,Kepler-1161 b,2454970.1661799997,10.71252541,0.57,0.03413,29.57635263959813,863.436546664036,0.4588,0.05670625,3.5702300000000005,4253.0,0.59,0.0163
Kepler-1162 b,Kepler-1162 b,2454996.4560599998,32.5637069,0.84,0.02433,48.63822568738578,2018.15881944549,0.371,0.11558333333333333,1.49185,5390.0,0.89,0.0174
Kepler-1163 b,Kepler-1163 b,2454966.61609,6.11786898,1.35,0.007259999999999999,10.910890861801862,1558.011681293316,0.764,0.07229166666666667,0.7134699999999999,6302.0,1.22,0.0034
Kepler-1164 b,Kepler-1164 b,2454966.62134,3.97599768,0.79,0.01345,12.439201916638007,956.2780018729368,0.331,0.04460624999999999,2.7644599999999997,5183.0,0.85,0.0045899999999999995
Kepler-1165 b,Kepler-1165 b,2454973.1666200003,9.478522,1.18,0.0121,16.655880532447505,1385.910147641937,0.1291,0.12964583333333332,0.33691,6080.0,1.13,0.00951
Kepler-1166 b,Kepler-1166 b,2454976.46245,33.2406882,0.86,0.017519999999999997,49.38238458713158,2736.8948855899407,0.88,0.10379166666666667,2.66299,5446.0,0.9,0.011
Kepler-1167 b,Kepler-1167 b,2454965.0973099996,1.00393374,0.75,0.02103,5.017416965646111,239.3396123164199,0.023,0.030337499999999996,2.85817,4971.0,0.79,0.0112
Kepler-1168 b,Kepler-1168 b,2455002.0364099997,55.8226539,0.82,0.02752,69.83300372569127,2498.8159462547032,0.1595,0.1144375,2.9704200000000003,5157.0,0.87,0.0214
Kepler-1169 b,Kepler-1169 b,2454969.913,6.11009134,1.23,0.00732,12.394942956944575,1766.1798044386585,0.1549,0.050979166666666666,0.75322,6191.0,1.24,0.00245
Kepler-117 b,Kepler-117 b,2454978.82204,18.7959228,1.61,0.0463,19.29946987229449,420.5396239934487,0.446,0.15120833333333333,0.41,6150.0,1.13,0.094
Kepler-117 c,Kepler-117 c,2454968.63205,50.790391,1.61,0.07052,37.4503207764109,532.9158726305536,0.268,0.22672916666666665,0.41,6150.0,1.13,1.84
Kepler-1170 b,Kepler-1170 b,2454966.76149,9.98969327,0.76,0.029310000000000003,24.898460130273932,856.4700439144923,0.0437,0.07716666666666666,1.8050599999999999,5069.0,0.8,0.0201
Kepler-1171 b,Kepler-1171 b,2454967.0722,1.44259224,1.95,0.01226,3.131750369765925,260.64623645045305,0.673,0.06281458333333333,0.47547,7044.0,1.58,0.0223
Kepler-1172 b,Kepler-1172 b,2454987.52468,26.0204423,0.89,0.0332,40.5903394973618,1233.480780948623,0.87,0.10083333333333333,1.73973,5558.0,0.92,0.0325
Kepler-1173 b,Kepler-1173 b,2454965.52142,0.7698536,0.82,0.01014,4.117079078082436,415.85365840526015,0.6139,0.021408333333333335,3.22018,5252.0,0.86,0.00201
Kepler-1174 b,Kepler-1174 b,2454965.4643,6.89225223,1.04,0.01379,15.134955572196237,1078.6752201605539,0.0864,0.05115833333333333,3.89135,5936.0,1.04,0.00993
Kepler-1175 b,Kepler-1175 b,2454967.78267,37.94563,0.86,0.03184,54.53315482761214,1709.2766881263367,0.914,0.08385416666666667,4.60464,5453.0,0.9,0.029
Kepler-1176 b,Kepler-1176 b,2454968.62444,24.1738579,1.02,0.02186,33.49863680004904,1518.2655845409279,0.251,0.0636875,6.92559,5844.0,1.01,0.0207
Kepler-1177 b,Kepler-1177 b,2454968.7451,106.247547,0.97,0.01824,95.34570118959024,5294.0554589464555,0.539,0.28474999999999995,0.34158,5712.0,0.98,0.0134
Kepler-1178 b,Kepler-1178 b,2454983.6643,31.80634,0.75,0.01278,45.758842726692535,3515.420225703575,0.1357,0.07904166666666666,3.02114,4990.0,0.8,0.0039
Kepler-1179 b,Kepler-1179 b,2454965.6041099997,2.68505749,0.81,0.01485,9.185324180494996,613.5670894337353,0.1258,0.021310416666666665,21.6335,5212.0,0.84,0.007240000000000001
Kepler-118 b,Kepler-118 b,2454965.5366599998,7.518496,1.09,0.014709999999999999,14.401236113715573,872.8764505998673,0.72,0.059520833333333335,2.37825,5274.0,0.81,0.0142
Kepler-118 c,Kepler-118 c,2454974.2084,20.17202,1.09,0.06732,27.816086192245148,430.7214562254119,0.02,0.06475,6.77384,5274.0,0.81,0.144
Kepler-1180 b,Kepler-1180 b,2454972.8459900003,16.8601286,1.14,0.01569,23.502637365394946,1464.7584273764896,0.417,0.1156875,0.66064,6077.0,1.09,0.0145
Kepler-1181 b,Kepler-1181 b,2454966.6433099997,4.89337519,1.3,0.010879999999999999,10.271920667031546,928.1785544906123,0.218,0.06908333333333333,1.15805,6176.0,1.17,0.00972
Kepler-1182 b,Kepler-1182 b,2454967.70408,11.17394617,1.05,0.02056,20.090147115505452,954.7694466819512,0.025,0.07127083333333332,2.73705,5924.0,1.04,0.0201
Kepler-1183 b,Kepler-1183 b,2454965.92018,28.5057189,0.99,0.02557,38.944712638110296,1488.8389230646517,0.827,0.13024999999999998,1.04093,5765.0,1.0,0.0263
Kepler-1184 b,Kepler-1184 b,2454980.42885,53.5991044,1.07,0.02282,57.53617398923158,2506.6368066819427,0.5971,0.13879166666666665,0.68566,5983.0,1.05,0.0241
Kepler-1185 b,Kepler-1185 b,2455023.10231,104.3518976,0.87,0.01395,106.20611182946475,7555.902716010536,0.0482,0.07470833333333332,0.6226,5622.0,0.96,0.00733
Kepler-1186 b,Kepler-1186 b,2454976.3876400003,16.07677615,0.93,0.02222,29.61894531333027,1346.988905577375,0.0683,0.04660416666666667,12.8622,5635.0,0.95,0.0176
Kepler-1187 b,Kepler-1187 b,2454976.95521,18.87064068,1.09,0.02244,27.638536705911672,1258.2014449751453,0.0892,0.06765833333333332,4.91133,5975.0,1.06,0.023
Kepler-1188 b,Kepler-1188 b,2454974.0137099996,17.1369543,1.06,0.01825,27.3861707693622,1518.7587380631803,0.692,0.132625,0.58322,5913.0,1.04,0.0157
Kepler-1189 b,Kepler-1189 b,2454967.6227,3.78858982,1.16,0.014,8.656897991219461,618.4829887747022,0.183,0.07275,1.4247299999999998,6012.0,1.11,0.0119
Kepler-119 b,Kepler-119 b,2454965.93928,2.422082,0.84,0.03963,8.959673152939486,228.15551828294235,0.3,0.05362499999999999,1.3549200000000001,5595.0,0.92,0.0398
Kepler-119 c,Kepler-119 c,2454966.64137,4.125103,0.84,0.00976,12.543542414115281,1250.4035355652964,0.51,0.05916666666666666,1.37114,5595.0,0.92,0.00227
Kepler-1190 b,Kepler-1190 b,2454970.65022,10.45843441,0.72,0.01672,25.236412714112884,1485.8593891154067,0.4797,0.06462499999999999,2.94604,4730.0,0.76,0.00733
Kepler-1191 b,Kepler-1191 b,2454968.96163,5.60014851,0.81,0.01703,15.583194491186601,909.8552347830682,0.0161,0.05837083333333333,2.26307,5308.0,0.85,0.00909
Kepler-1192 b,Kepler-1192 b,2454970.56218,25.2034787,0.83,0.02557,43.86137825906472,1678.9681906217988,0.1684,0.09483333333333333,2.33467,5438.0,0.86,0.0194
Kepler-1193 b,Kepler-1193 b,2454964.82631,2.83265213,1.21,0.009909999999999999,7.16181477150667,714.6460608144374,0.917,0.049675,0.48553,5908.0,1.08,0.007240000000000001
Kepler-1194 b,Kepler-1194 b,2454969.02705,16.22371307,0.92,0.0151,28.328149203554755,1878.6108084447678,0.0577,0.05212499999999999,6.60457,5590.0,0.94,0.00909
Kepler-1195 b,Kepler-1195 b,2454971.73517,8.49642241,0.71,0.02723,21.987795072791208,816.7546991361992,0.0255,0.04661041666666666,6.93388,4965.0,0.74,0.0157
Kepler-1196 b,Kepler-1196 b,2454974.61516,66.1849031,0.97,0.0212,70.47290957491454,3342.7616946373732,0.0978,0.09975,5.34075,5756.0,0.98,0.0176
Kepler-1197 b,Kepler-1197 b,2454965.64366,2.03231845,0.72,0.01647,8.45195834093958,528.7329527392176,0.009,0.023362499999999998,7.755330000000001,4708.0,0.78,0.0066
Kepler-1198 b,Kepler-1198 b,2454970.63985,7.6847716,0.9,0.01544,17.489281994537873,1169.2510020060965,0.0598,0.05414583333333334,3.85065,5517.0,0.93,0.00869
Kepler-1199 b,Kepler-1199 b,2454966.20727,15.0447198,1.17,0.00937,21.172396866023153,2340.362979663961,0.88,0.12122916666666667,0.6607,5889.0,0.94,0.00505
Kepler-12 b,Kepler-12 b,2455004.00915,4.4379629,1.48,0.11887,8.034647438230598,65.97258595367315,0.168,0.09787770833333333,0.5082399999999999,5947.0,1.17,0.432
Kepler-120 b,Kepler-120 b,2454965.65419,6.312501,0.53,0.033,22.314657663924752,599.4175112031766,0.79,0.06058333333333333,2.7755900000000002,4096.0,0.65,0.027
Kepler-120 c,Kepler-120 c,2454963.76464,12.794585,0.53,0.0256,35.703452262279605,1353.9783782471752,0.41,0.071875,2.77961,4096.0,0.65,0.0093
Kepler-1200 b,Kepler-1200 b,2454965.84717,1.11854972,0.7,0.01432,5.77514932372328,414.09711931846624,0.221,0.032135416666666666,2.48278,4612.0,0.74,0.0037700000000000003
Kepler-1201 b,Kepler-1201 b,2454967.05581,15.18725932,1.24,0.017490000000000002,20.51476130308531,1213.451834444249,0.76,0.09391666666666666,0.26952,6177.0,1.15,0.0184
Kepler-1202 b,Kepler-1202 b,2454992.87673,28.6851324,1.04,0.026310000000000004,37.01034217791157,1429.6170038189293,0.77,0.11389583333333332,0.87771,5834.0,1.03,0.0282
Kepler-1203 b,Kepler-1203 b,2454965.059132,0.58800076,0.61,0.015580000000000002,4.018633728924989,251.10144469311254,0.79,0.024222916666666667,2.81504,4105.0,0.64,0.0037700000000000003
Kepler-1204 b,Kepler-1204 b,2455003.9855299997,85.7350285,1.03,0.0267,80.93977354705952,2982.5989616274423,0.797,0.15535416666666665,1.73921,5825.0,1.03,0.03
Kepler-1205 b,Kepler-1205 b,2454966.24975,1.07839035,0.81,0.016309999999999998,5.203247223633004,325.501872750331,0.86,0.02561875,4.9894,5226.0,0.84,0.00809
Kepler-1206 b,Kepler-1206 b,2454965.03255,1.21699766,0.75,0.01983,5.762861771970677,288.07871223353663,0.028,0.02729375,4.7099,4877.0,0.8,0.0105
Kepler-1207 b,Kepler-1207 b,2454972.1874,13.68237119,1.06,0.013680000000000001,23.45067659954274,1668.2371842829775,0.86,0.08672916666666666,0.8893,5909.0,1.06,0.0102
Kepler-1208 b,Kepler-1208 b,2455188.03662,11.08507637,0.76,0.028,25.492627928837294,910.7987184721997,0.1249,0.03558333333333333,19.938679999999998,5001.0,0.8,0.0189
Kepler-1209 b,Kepler-1209 b,2454976.68738,25.369116,1.38,0.00981,28.047672478767083,2790.0160521456946,0.0573,0.09654166666666666,0.8921100000000001,6210.0,1.23,0.00909
Kepler-121 b,Kepler-121 b,2454967.47787,3.177422,0.7,0.03145,11.980362958787655,390.4687537093855,0.11,0.03072916666666667,9.36513,5311.0,0.86,0.0191
Kepler-121 c,Kepler-121 c,2454980.0347599997,41.008011,0.7,0.03424,66.3527794640547,2226.515273140899,0.49,0.082875,0.7794,5311.0,0.86,0.0182
Kepler-1210 b,Kepler-1210 b,2454970.76385,8.07124073,0.92,0.01677,17.599914480426346,1036.6194509534746,0.3724,0.05527083333333333,4.6734,5568.0,0.94,0.0111
Kepler-1211 b,Kepler-1211 b,2454972.88044,11.01816836,0.94,0.02546,22.532624822924408,907.9842989086485,0.883,0.09439583333333332,0.13325,5705.0,0.96,0.0221
Kepler-1212 b,Kepler-1212 b,2454972.89312,12.94130146,1.15,0.01726,20.231721081350656,1185.3916368147807,0.028,0.09308333333333332,1.1507100000000001,6051.0,1.1,0.0164
Kepler-1213 b,Kepler-1213 b,2454966.88038,5.34982412,1.21,0.008579999999999999,11.284745359570064,1253.533155504139,0.858,0.08768749999999999,0.5599,6050.0,1.14,0.0057
Kepler-1214 b,Kepler-1214 b,2454967.7017099997,18.82634264,0.8,0.02696,34.40514490728762,1269.3911896018326,0.198,0.04860416666666667,12.56224,5130.0,0.85,0.0194
Kepler-1215 b,Kepler-1215 b,2454965.69039,4.76703963,0.93,0.01197,12.208277225166574,1013.6205106877936,0.941,0.03854166666666667,5.06537,5616.0,0.95,0.00624
Kepler-1216 b,Kepler-1216 b,2454964.92397,4.37034536,0.98,0.01321,11.387927427858594,875.8175389497675,0.093,0.058729166666666666,1.64385,5743.0,0.99,0.0079
Kepler-1217 b,Kepler-1217 b,2454965.31867,2.03232507,1.08,0.01668,6.490785439685048,383.2353509829338,0.2099,0.035791666666666666,3.35123,5905.0,1.06,0.0145
Kepler-1218 b,Kepler-1218 b,2454966.6665,22.9221266,1.1,0.011559999999999999,30.57366286079423,2556.7881477866404,0.52,0.17210416666666664,0.21129,5986.0,1.06,0.00839
Kepler-1219 b,Kepler-1219 b,2454968.0157,16.10467749,1.94,0.010190000000000001,15.717298801074051,1569.9376039454746,0.854,0.1168125,0.06171,5944.0,1.25,0.0162
Kepler-122 b,Kepler-122 b,2454967.01488,5.766193,1.22,0.017490000000000002,11.280375379438565,640.7692368564276,0.0,0.080125,0.9139299999999999,6050.0,1.08,0.0191
Kepler-122 c,Kepler-122 c,2454967.00291,12.465988,1.22,0.043410000000000004,19.03563345280258,431.2811072973306,0.5,0.10547916666666665,0.89661,6050.0,1.08,0.0912
Kepler-122 d,Kepler-122 d,2454975.97287,21.587475,1.22,0.0168,27.319659122077773,1654.7926839894744,0.01,0.0975625,2.10549,6050.0,1.08,0.0172
Kepler-122 e,Kepler-122 e,2454996.01553,37.993273,1.22,0.01839,40.01008142394616,2047.4147968870886,0.84,0.1490625,1.0878299999999999,6050.0,1.08,0.087
Kepler-122 f,Kepler-122 f,2454997.21993,56.268,0.95,0.01709,64.96234597626018,3849.6856104125686,0.467,0.16904166666666667,0.93373,6102.0,1.03,0.113
Kepler-1220 b,Kepler-1220 b,2454966.09871,7.42693741,0.99,0.01377,15.94278810729111,1129.3410564016212,0.0304,0.05933333333333333,1.6615799999999998,5842.0,1.0,0.0092
Kepler-1221 b,Kepler-1221 b,2454975.04145,12.00096042,0.82,0.02136,23.758430858233677,1128.4618496624996,0.595,0.07152083333333333,1.04718,5194.0,0.87,0.0132
Kepler-1222 b,Kepler-1222 b,2454965.46704,1.91694425,0.8,0.00938,7.5798834873868035,842.9834214697347,0.173,0.030477083333333335,5.10616,5239.0,0.84,0.00131
Kepler-1223 b,Kepler-1223 b,2454966.79243,16.301259,0.75,0.015069999999999998,34.00375155003593,2276.8066774161425,0.3778,0.08299999999999999,1.8193,4870.0,0.8,0.00624
Kepler-1224 b,Kepler-1224 b,2454967.03469,13.32351601,1.22,0.00968,20.533808307884264,2048.5517021531937,0.1698,0.0818125,1.00393,6155.0,1.18,0.00733
Kepler-1225 b,Kepler-1225 b,2454971.40066,7.01075434,1.19,0.013880000000000002,13.931915295965734,995.8807297242271,0.91,0.0448375,5.68003,6140.0,1.13,0.0125
Kepler-1226 b,Kepler-1226 b,2454968.74985,17.2923453,1.02,0.012969999999999999,28.69203567329562,2207.6813063780755,0.748,0.14008333333333334,0.44856,5923.0,1.02,0.008490000000000001
Kepler-1227 b,Kepler-1227 b,2454999.51295,94.2887577,0.95,0.02198,92.62227168461905,4197.332972566243,0.62,0.08633333333333333,6.27526,5747.0,0.97,0.0184
Kepler-1228 b,Kepler-1228 b,2454965.425551,0.57736958,0.74,0.018680000000000002,3.632299926867359,190.92263130559044,0.71,0.022839583333333333,4.14027,5063.0,0.78,0.0094
Kepler-1229 b,Kepler-1229 b,2455022.26884,86.828989,0.51,0.02468,126.74248234228747,5032.072951649974,0.0068,0.12502083333333333,4.35164,3784.0,0.54,0.008
Kepler-123 b,Kepler-123 b,2454968.09113,17.232366,1.26,0.021,23.039159536130107,1078.2027682433268,0.53,0.09512499999999999,1.28263,6089.0,1.01,0.174
Kepler-123 c,Kepler-123 c,2454976.99812,26.695074,1.26,0.01057,30.889539822515175,2869.2778718089244,0.23,0.09435416666666666,2.35995,6089.0,1.01,0.008790000000000001
Kepler-1230 b,Kepler-1230 b,2454969.59034,9.95661537,1.08,0.02344,18.337464386349478,796.3651190163796,0.96,0.05979166666666667,3.20056,5961.0,1.06,0.0245
Kepler-1231 b,Kepler-1231 b,2454970.4591099997,10.41725184,1.0,0.01284,19.653939028288054,1505.9496092487193,0.12,0.08722916666666666,1.2762,5778.0,1.01,0.008190000000000001
Kepler-1232 b,Kepler-1232 b,2454973.75391,26.7839183,0.89,0.01967,40.42121308278946,2035.3329310638435,0.036,0.09410416666666667,1.8739,5471.0,0.92,0.0138
Kepler-1233 b,Kepler-1233 b,2454998.4167,45.1263042,1.25,0.018609999999999998,45.242765553083224,2372.114940886803,0.1679,0.13814583333333333,1.32431,6198.0,1.16,0.0229
Kepler-1234 b,Kepler-1234 b,2454969.55927,11.94014029,0.76,0.033960000000000004,27.161956505753388,800.3233296991634,0.965,0.07233333333333333,3.80666,4967.0,0.8,0.0261
Kepler-1235 b,Kepler-1235 b,2454965.27378,4.16055856,0.9,0.007679999999999999,11.73119871491543,1467.7477302895027,0.1152,0.05447916666666667,1.97455,5541.0,0.93,0.00131
